ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpend,Frequency,TotalAccepted,Cluster
3381,1953,Master,Married,54348.0,1,1,2014-08-06,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,72,90,6,0,2
8268,1961,PhD,Married,51381.5,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,64,404,14,0,2
11051,1956,PhD,Together,77376.0,1,1,2014-10-05,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,69,661,19,0,0
433,1958,Master,Alone,61331.0,1,1,2013-10-03,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,67,632,18,0,2
9597,1969,Graduation,Married,73448.0,0,0,2014-10-02,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,56,725,18,0,0
1295,1963,Graduation,Married,51381.5,0,1,2013-11-08,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,3,11,0,62,725,18,0,0
5342,1976,Basic,Divorced,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,49,29,4,0,1
9579,1959,PhD,Married,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,66,106,6,0,2
7987,1969,Graduation,Married,65747.0,0,1,2014-07-03,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,3,11,0,56,460,15,1,0
92,1988,Graduation,Alone,34176.0,1,0,2014-12-05,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,37,89,7,0,1
7055,1952,PhD,Together,61010.0,0,1,2012-09-10,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,73,1021,24,0,0
3025,1958,Graduation,Single,49967.0,0,1,2013-08-07,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,67,306,12,0,2
9283,1978,Graduation,Single,60199.0,1,2,2013-12-09,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,47,18,3,0,1
2795,1958,Master,Single,30523.0,2,1,2013-01-07,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,67,13,3,0,2
9260,1945,PhD,Married,70356.0,0,0,2012-05-11,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,80,1706,25,0,0
8182,1984,Graduation,Married,23228.0,1,0,2014-05-01,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,41,121,7,0,1
10095,1975,PhD,Divorced,74165.0,0,0,2013-01-05,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,50,1293,19,0,0
8475,1973,PhD,Married,157243.0,0,1,2014-01-03,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,52,1608,22,0,0
6637,1988,Graduation,Single,66951.0,0,0,2013-02-11,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,37,1117,14,0,0
641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,58,119,6,1,1
8717,1975,PhD,Married,80427.0,0,1,2012-12-09,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,50,1835,27,0,0
6935,1951,2n Cycle,Married,78497.0,0,0,2013-01-12,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,74,978,24,1,0
7698,1976,PhD,Married,51650.0,0,1,2014-11-05,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,49,191,9,0,1
3559,1988,2n Cycle,Married,16248.0,1,0,2014-10-05,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,37,57,6,0,1
3518,1983,Graduation,Married,25271.0,1,0,2012-05-12,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,42,50,4,0,1
5823,1970,PhD,Single,32303.0,0,1,2014-08-03,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,55,39,5,0,1
3934,1966,Graduation,Married,61286.0,0,1,2013-02-08,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,59,608,16,0,2
9733,1978,Basic,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,47,80,4,1,1
10424,1968,Graduation,Single,75922.0,0,0,2013-09-12,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,57,1295,17,0,0
2798,1977,PhD,Together,102160.0,0,0,2012-02-11,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,48,1240,26,3,0
624,1984,Master,Single,18890.0,0,0,2012-10-11,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,41,35,3,1,1
5176,1988,Graduation,Together,29604.0,1,0,2013-08-12,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,37,53,4,1,1
868,1966,Graduation,Married,44794.0,0,1,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,59,65,5,0,1
380,1954,Graduation,Divorced,64497.0,0,1,2012-10-09,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,71,1804,24,1,0
6927,1968,PhD,Married,44377.0,1,1,2012-05-10,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,57,264,11,0,1
0,1985,Graduation,Married,70951.0,0,0,2013-04-05,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,40,1198,16,0,0
1584,1977,Graduation,Married,41443.0,1,0,2014-01-04,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,48,482,14,0,1
7264,1978,2n Cycle,Single,52195.0,2,1,2014-12-05,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,17,3,0,1
1755,1988,2n Cycle,Together,45204.0,1,0,2014-11-04,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,37,114,6,0,1
9076,1980,PhD,Married,30732.0,1,0,2013-05-01,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,45,185,9,0,1
7079,1962,Graduation,Divorced,63887.0,0,1,2012-08-09,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,63,1245,27,0,0
709,1952,Graduation,Divorced,51537.0,0,1,2012-09-12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,73,1103,15,0,2
460,1972,PhD,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,53,1753,16,0,0
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-05-01,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,63,1588,13,1,0
89,1975,2n Cycle,Married,22212.0,1,0,2013-09-12,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,50,69,6,0,1
2936,1982,Master,Together,23661.0,1,0,2013-04-12,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,43,23,4,0,1
9449,1958,PhD,Single,79761.0,0,1,2013-04-10,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,67,605,18,0,2
7411,1964,PhD,Married,31686.0,1,1,2014-05-06,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,61,17,4,0,1
9265,1953,Graduation,Married,75027.0,0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,72,1390,19,0,0
10089,1974,Graduation,Divorced,102692.0,0,0,2013-05-04,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,51,1112,28,4,0
2661,1964,Graduation,Single,18701.0,1,1,2013-04-06,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,61,44,6,0,1
3153,1957,PhD,Single,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,68,17,3,0,2
10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,46,31,4,1,1
2387,1952,Master,Together,43776.0,1,1,2013-03-02,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,73,275,11,0,2
4557,1970,Graduation,Together,22070.0,1,0,2013-04-10,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,55,67,6,0,1
3066,1975,PhD,Together,61905.0,0,1,2014-04-02,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,50,231,10,0,2
6336,1960,Graduation,Married,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,65,48,6,0,2
10967,1963,Graduation,Divorced,33378.0,1,1,2013-06-02,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,62,99,6,0,2
3762,1986,PhD,Single,69867.0,0,0,2013-02-04,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,39,925,16,1,0
4669,1981,Basic,Married,24480.0,1,0,2013-11-02,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,44,102,7,0,1
1672,1974,PhD,Together,65640.0,0,1,2014-01-03,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,51,461,14,0,1
9974,1974,Graduation,Married,30631.0,1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,51,70,6,0,1
8148,1956,Master,Together,50898.0,1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,69,859,20,0,0
10102,1966,Graduation,Widow,79946.0,0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,59,1478,21,0,0
9262,1984,2n Cycle,Together,32414.0,0,0,2013-04-07,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,41,52,4,1,1
10451,1965,Graduation,Together,29672.0,1,1,2013-12-03,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,60,25,3,0,2
2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,32,4,0,1
7119,1982,Graduation,Single,68627.0,0,0,2013-12-01,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,43,825,11,0,1
5596,1956,2n Cycle,Together,58821.0,0,1,2013-12-10,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,69,728,20,0,2
10812,1978,PhD,Married,46377.0,1,0,2014-01-03,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,47,90,6,0,1
6963,1947,Graduation,Single,77457.0,0,0,2014-05-03,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,78,1157,17,1,0
4440,1964,Master,Married,64100.0,0,1,2013-10-09,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,61,546,17,1,0
2437,1989,Graduation,Married,51381.5,0,0,2013-03-06,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,36,1611,23,2,0
6320,1976,Master,Single,70893.0,0,0,2013-06-02,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,49,1508,22,0,0
231,1956,Master,Together,28839.0,1,1,2014-11-03,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,69,32,5,0,2
520,1974,Graduation,Married,34421.0,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,30,3,0,1
8275,1965,PhD,Divorced,47025.0,1,1,2014-09-02,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,60,20,3,0,2
9750,1961,PhD,Divorced,64325.0,0,1,2013-07-02,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,64,1307,18,0,0
2607,1953,Graduation,Single,40464.0,0,1,2013-11-01,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,72,630,18,0,2
7214,1957,Graduation,Married,62187.0,0,0,2013-05-07,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,68,1283,17,0,0
5835,1976,PhD,Divorced,14849.0,1,0,2013-02-07,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,49,65,6,0,1
3896,1984,Graduation,Married,27255.0,1,0,2013-07-11,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,37,4,0,1
10350,1950,PhD,Married,54432.0,2,1,2013-09-05,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,75,38,4,0,2
663,1989,PhD,Single,33996.0,0,0,2013-11-09,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,36,71,5,0,1
10675,1956,PhD,Married,66334.0,0,1,2013-03-04,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,69,1161,17,0,0
2521,1971,Master,Married,35178.0,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,54,59,4,1,1
10151,1960,Graduation,Divorced,62204.0,0,2,2012-12-09,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,65,946,21,0,0
7381,1968,Graduation,Divorced,75693.0,0,0,2012-06-12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,57,1442,21,3,0
4099,1972,Graduation,Married,30675.0,1,0,2012-12-11,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,62,4,0,1
9560,1965,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,60,1674,21,1,0
10172,1988,Graduation,Single,68655.0,0,0,2012-10-08,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,37,1538,20,0,0
11191,1986,Graduation,Divorced,41411.0,0,0,2013-07-12,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,39,139,7,0,1
1411,1952,Graduation,Divorced,82623.0,0,0,2013-10-11,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,73,940,15,0,0
11030,1976,Master,Married,33181.0,1,0,2014-03-01,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49,16,3,1,1
175,1986,Graduation,Married,71952.0,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,39,1443,20,2,0
2061,1955,Graduation,Married,50737.0,0,1,2013-11-05,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,70,99,6,1,2
6184,1969,PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,56,1670,14,0,0
4107,1948,PhD,Together,46681.0,0,2,2013-08-10,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,77,425,14,0,2
2928,1975,PhD,Single,52614.0,0,1,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,50,990,14,0,0
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,59,1371,19,1,0
1729,1961,PhD,Together,66426.0,0,1,2013-02-10,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,64,1377,18,0,0
2098,1969,PhD,Married,33581.0,2,0,2013-08-01,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,17,3,0,1
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,71,324,11,0,2
6202,1960,Graduation,Together,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,65,1005,22,0,0
9799,1968,PhD,Divorced,83664.0,1,1,2013-08-05,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,57,1173,16,0,0
